9.235 395.271
49.902 393.188
74.098 396.796
194.549 397.447
160.858 393.059
112.272 389.264
345.661 384.701
380.041 383.067
42.47 381.843
250.27 380.886
82.774 377.251
15.096 376.71
201.931 376.221
299.215 375.459
321.174 375.668
159.845 369.954
367.511 373.601
51.115 370.075
272.415 372.666
188.07 365.529
338.433 363.669
118.774 362.013
221.832 361.772
4.296 359.645
103.173 360.305
303.618 356.137
349.643 354.707
139.653 354.299
242.276 352.53
379.602 346.867
398.086 348.265
263.509 344.695
289.757 340.312
20.149 336.051
109.234 338.574
356.934 334.579
199.654 332.104
331.294 332.297
96.009 330.056
219.475 330.783
282.935 328.287
189.623 327.556
12.808 322.598
240.446 326.077
125.626 322.478
161.654 319.955
262.707 320.476
317.008 319.77
45.567 316.477
70.693 316.533
345.66 315.035
379.223 309.223
320.642 303.93
233.942 303.568
11.148 300.171
266.642 298.832
166.287 295.675
127.82 293.961
87.77 292.011
365.696 293.246
58.065 290.842
295.555 290.502
11.412 286.038
115.631 287.059
34.593 283.402
194.74 278.796
322.519 277.763
347.133 278.352
393.972 275.162
89.381 273.302
160.189 272.882
245.341 270.156
54.239 268.754
267.838 264.444
294.639 264.674
125.019 262.67
204.155 260.852
7.703 256.135
336.87 257.616
392.052 257.68
96.737 252.021
306.587 251.899
255.764 248.672
184.368 245.789
34.453 244.472
230.309 244.144
328.303 244.708
373.087 244.072
15.485 238.963
201.9 237.643
92.749 229.539
342.338 230.299
50.831 227.99
70.946 225.373
319.066 226.554
223.915 221.985
180.214 220.724
131.92 220.153
259.248 219.567
15.561 216.133
377.916 217.5
99.86 213.777
299.11 209.623
278.995 206.218
131.973 201.719
326.494 199.844
55.952 199.667
228.722 199.828
398.81 194.987
18.77 192.188
99.85 190.414
265.679 184.686
73.438 182.692
300.507 183.312
111.24 182.025
144.101 181.428
361.592 179.397
128.337 177.65
387.922 177.316
192.171 167.741
230.242 166.83
171.142 166.182
2.58 161.732
328.029 163.528
358.021 162.986
376.885 159.437
82.053 159.336
155.987 160.551
258.647 155.267
297.154 153.947
126.493 147.486
176.827 147.96
351.904 146.223
74.646 144.835
215.884 143.559
268.471 141.477
37.409 139.095
56.676 139.65
312.701 136.375
246.834 133.697
5.366 130.739
78.555 129.073
140.224 128.194
331.495 128.35
293.22 127.935
179.914 124.573
158.788 121.366
18.177 117.779
221.215 119.416
359.913 116.358
122.877 116.889
315.125 114.241
44.027 108.859
194.54 109.476
397.764 103.297
203.594 102.647
239.853 100.71
148.897 96.09
263.549 96.021
343.204 94.326
373.502 91.274
137.198 91.693
186.659 85.187
229.035 83.684
398.206 82.443
95.775 80.878
247.009 81.857
334.824 80.526
176.995 77.127
84.86 72.801
7.61 72.622
39.417 72.75
61.862 72.987
363.13 70.774
309.537 67.485
112.835 66.101
345.936 64.06
263.239 62.249
393.779 59.045
41.063 58.47
156.603 55.543
8.29 53.605
85.451 53.321
209.774 52.687
368.672 52.87
313.025 51.191
233.985 49.246
107.734 47.046
4.001 40.064
187.508 41.775
250.591 43.054
276.039 40.18
170.95 38.141
303.672 36.767
69.368 33.326
36.512 30.109
228.505 29.125
390.871 28.483
193.795 23.899
95.745 20.726
328.366 22.131
52.938 19.399
290.381 18.212
177.82 13.409
276.568 12.25
366.223 10.477
252.024 10.336
306.633 10.961
82.248 8.175
133.495 9.033
340.852 39.599
281.704 93.734
288.722 84.712
293.734 77.694
215.539 2.506
137.343 29.574
145.363 37.594
83.208 101.754
100.251 98.747
21.053 170.927
31.078 167.92
41.103 190.977
137.343 234.085
139.348 245.113
185.464 200
187.469 191.98
228.571 183.96
239.599 184.962
341.855 203.008
352.882 205.013
377.945 131.83
385.965 123.81
215.539 294.236
202.506 297.243
161.404 352.381
66.165 356.391
61.153 348.371
18.045 357.393
